cell #, vertex #, lat, lon
080, 02, 31.792650, -116.712637
080, 03, 31.755795, -116.712637
080, 04, 31.755795, -116.679398
080, 05, 31.792650, -116.679398
081, 01, 31.792650, -116.646158
081, 02, 31.792650, -116.679398
081, 03, 31.755795, -116.679398
081, 04, 31.755795, -116.646158
081, 05, 31.792650, -116.646158
082, 01, 31.792650, -116.612919
082, 02, 31.792650, -116.646158
082, 03, 31.755795, -116.646158
082, 04, 31.755795, -116.612919
082, 05, 31.792650, -116.612919
083, 01, 31.829490, -116.612919
083, 02, 31.829490, -116.646158
083, 03, 31.792650, -116.646158
083, 04, 31.792650, -116.612919
083, 05, 31.829490, -116.612919
084, 01, 31.866316, -116.612919
084, 02, 31.866316, -116.646158
084, 03, 31.829490, -116.646158
084, 04, 31.829490, -116.612919
084, 05, 31.866316, -116.612919
085, 01, 31.866316, -116.646158
085, 02, 31.866316, -116.679398
085, 03, 31.829490, -116.679398
085, 04, 31.829490, -116.646158
085, 05, 31.866316, -116.646158
086, 01, 31.866316, -116.679398
086, 02, 31.866316, -116.712637
086, 03, 31.829490, -116.712637
086, 04, 31.829490, -116.679398
086, 05, 31.866316, -116.679398
087, 01, 31.866316, -116.712637
087, 02, 31.866316, -116.745877
087, 03, 31.829490, -116.745877
087, 04, 31.829490, -116.712637
087, 05, 31.866316, -116.712637
088, 01, 31.903127, -116.712637
088, 02, 31.903127, -116.745877
088, 03, 31.866316, -116.745877
088, 04, 31.866316, -116.712637
088, 05, 31.903127, -116.712637
089, 01, 31.903127, -116.745877
089, 02, 31.903127, -116.779117
089, 03, 31.866316, -116.779117
089, 04, 31.866316, -116.745877
089, 05, 31.903127, -116.745877
090, 01, 31.939923, -116.745877
090, 02, 31.939923, -116.779117
090, 03, 31.903127, -116.779117
090, 04, 31.903127, -116.745877
090, 05, 31.939923, -116.745877
091, 01, 31.939923, -116.779117
091, 02, 31.939923, -116.812356
091, 03, 31.903127, -116.812356
091, 04, 31.903127, -116.779117
091, 05, 31.939923, -116.779117
092, 01, 31.976704, -116.779117
092, 02, 31.976704, -116.812356
092, 03, 31.939923, -116.812356
092, 04, 31.939923, -116.779117
092, 05, 31.976704, -116.779117
093, 01, 31.976704, -116.812356
093, 02, 31.976704, -116.845596
093, 03, 31.939923, -116.845596
093, 04, 31.939923, -116.812356
093, 05, 31.976704, -116.812356
